user_id,user_segment,age_group,gender,location,membership_tier,clv_category,account_age_days,preferred_device,product_id,product_name,category,brand,listed_price_inr,interaction_type,interaction_date,interaction_hour,day_of_week,is_weekend,referral_source,session_duration_sec,pages_visited,images_viewed,video_played,compare_flag,browsing_count,scroll_depth_pct,purchase,discount_pct,final_price_inr,payment_method,returned,review_given,rating,satisfaction_score,recommended_flag,rec_algorithm
U03035,budget_shopper,18-24,F,Hyderabad,Silver,Medium,840,Desktop,P201,Washing Machine 7kg,Home Appliances,LG,28999,add_to_cart,2023-12-06,20,Wednesday,0,Push Notification,763,22,10,1,0,9,69,0,0,,,0,0,4,,0,
U01661,tech_enthusiast,25-34,F,Hyderabad,Gold,High,1218,Tablet,P404,Smart Thermostat,Smart Home,Nest,9999,add_to_cart,2023-06-24,4,Saturday,1,Paid Ad,825,3,6,1,0,3,21,0,0,,,0,1,5,,1,Hybrid
U03511,budget_shopper,45-54,F,Lucknow,Platinum,Very High,1414,Mobile,P119,Bluetooth Speaker,Electronics,JBL,3999,view,2023-01-19,10,Thursday,0,Paid Ad,833,27,6,0,1,9,98,0,0,,,0,1,3,,0,
U03833,premium_shopper,18-24,F,Hyderabad,Silver,Medium,897,Smart TV App,P212,Iron,Home Appliances,Philips,1799,view,2024-02-12,6,Monday,0,Email Campaign,730,21,2,1,0,11,79,0,0,,,0,1,4,,1,Collaborative Filtering
U01049,tech_enthusiast,45-54,F,Hyderabad,Gold,High,1598,Tablet,P304,Coffee Maker,Kitchen Appliances,Morphy Richards,5499,view,2023-05-11,14,Thursday,0,Direct,39,2,8,0,1,17,85,0,0,,,0,0,3,,0,
U00856,budget_shopper,55+,Other,Bhopal,Bronze,Low,706,Tablet,P603,Electric Toothbrush,Personal Care,Oral-B,4499,view,2024-01-11,10,Thursday,0,Push Notification,522,9,6,0,0,12,50,0,0,,,0,0,5,,1,Content-Based
U03651,tech_enthusiast,55+,M,Indore,Gold,High,1087,Tablet,P602,Electric Shaver,Personal Care,Philips,3999,add_to_cart,2022-10-15,17,Saturday,1,Organic Search,194,10,3,1,0,13,25,0,0,,,0,1,3,,0,
U00516,home_maker,35-44,M,Delhi,Bronze,Low,1385,Smart TV App,P309,Pressure Cooker 5L,Kitchen Appliances,Hawkins,2499,wishlist,2022-10-22,18,Saturday,1,Paid Ad,421,30,2,1,0,14,49,0,0,,,0,1,5,,1,Content-Based
U03050,budget_shopper,55+,M,Hyderabad,Silver,Medium,842,Smart TV App,P604,Facial Steamer,Personal Care,Nova,1599,view,2024-11-20,5,Wednesday,0,Organic Search,375,18,8,1,1,11,84,0,0,,,0,0,4,,0,
U01385,premium_shopper,25-34,M,Hyderabad,Bronze,Low,212,Tablet,P209,Dishwasher 12-Place,Home Appliances,Bosch,42999,add_to_cart,2023-02-20,8,Monday,0,Referral,830,28,2,1,0,17,35,0,0,,,0,1,5,,1,Content-Based
U01876,home_maker,45-54,F,Bhopal,Bronze,Low,1681,Mobile,P111,"Laptop 13.3""",Electronics,Apple,74999,purchase,2023-09-28,10,Thursday,0,Paid Ad,369,20,9,0,0,21,45,1,20,59999.2,UPI,1,0,5,5.0,1,Content-Based
U02775,fitness_freak,45-54,M,Indore,Silver,Medium,361,Mobile,P602,Electric Shaver,Personal Care,Philips,3999,purchase,2023-10-23,1,Monday,0,Social Media,872,7,10,1,0,8,70,1,10,3599.1,Credit Card,1,0,5,4.0,1,Hybrid
U00478,home_maker,35-44,M,Nagpur,Bronze,Low,758,Smart TV App,P210,Air Purifier,Home Appliances,Philips,14999,view,2022-07-25,12,Monday,0,Paid Ad,828,13,2,1,1,7,79,0,0,,,0,0,4,,0,
U01226,all_rounder,35-44,F,Indore,Gold,High,589,Desktop,P604,Facial Steamer,Personal Care,Nova,1599,view,2024-09-18,15,Wednesday,0,Direct,896,15,8,0,0,11,36,0,0,,,0,0,4,,1,New Arrival
U01292,premium_shopper,45-54,M,Ahmedabad,Gold,High,91,Tablet,P402,Smart Lock,Smart Home,Yale,12999,view,2023-10-25,14,Wednesday,0,Direct,445,26,0,1,0,20,54,0,0,,,0,1,5,,0,
U04177,premium_shopper,45-54,F,Visakhapatnam,Platinum,Very High,1707,Desktop,P101,"Smart TV 55""",Electronics,Samsung,45999,view,2023-06-10,12,Saturday,1,Paid Ad,558,13,5,1,0,5,27,0,0,,,0,1,4,,0,
U03336,all_rounder,35-44,F,Surat,Gold,High,1599,Mobile,P206,Microwave 28L,Home Appliances,LG,11999,purchase,2022-07-23,0,Saturday,1,Organic Search,357,28,0,0,0,13,86,1,15,10199.15,Net Banking,0,0,4,8.0,1,Trending
U04552,smart_home_lover,25-34,M,Indore,Platinum,Very High,830,Mobile,P406,Smart Plug (2-pack),Smart Home,Amazon,1499,view,2024-04-14,9,Sunday,1,Direct,304,3,3,1,0,17,62,0,0,,,0,0,4,,0,
U02787,tech_enthusiast,55+,F,Kolkata,Silver,Medium,1042,Desktop,P113,Smartphone Lite,Electronics,Realme,19999,view,2024-07-07,12,Sunday,1,Push Notification,728,17,7,1,0,4,62,0,0,,,0,1,4,,0,
U03233,fitness_freak,35-44,M,Pune,Platinum,Very High,106,Desktop,P212,Iron,Home Appliances,Philips,1799,wishlist,2024-03-16,8,Saturday,1,Social Media,889,16,0,1,1,15,28,0,0,,,0,1,5,,1,Collaborative Filtering
U04393,smart_home_lover,55+,M,Indore,Gold,High,158,Tablet,P118,Gaming Console,Electronics,Sony,49999,add_to_cart,2022-04-14,22,Thursday,0,Referral,163,20,8,0,1,7,55,0,0,,,0,1,5,,1,Collaborative Filtering
U02193,all_rounder,55+,F,Hyderabad,Gold,High,1536,Desktop,P401,Smart Doorbell,Smart Home,Ring,7999,view,2024-04-17,17,Wednesday,0,Push Notification,220,5,10,0,0,9,13,0,0,,,0,1,4,,1,Trending
U00192,tech_enthusiast,35-44,F,Hyderabad,Platinum,Very High,748,Mobile,P205,Microwave 20L,Home Appliances,IFB,7999,view,2024-09-05,0,Thursday,0,Direct,418,1,3,0,1,23,43,0,0,,,0,0,3,,0,
U04521,budget_shopper,18-24,M,Bhopal,Silver,Medium,168,Tablet,P113,Smartphone Lite,Electronics,Realme,19999,view,2024-09-26,10,Thursday,0,Social Media,892,4,6,0,0,6,27,0,0,,,0,1,4,,0,
U01940,home_maker,55+,F,Jaipur,Gold,High,1664,Mobile,P111,"Laptop 13.3""",Electronics,Apple,74999,add_to_cart,2022-06-28,16,Tuesday,0,Paid Ad,524,18,10,0,0,9,57,0,0,,,0,0,5,,1,Trending
U03244,home_maker,25-34,F,Indore,Silver,Medium,163,Smart TV App,P212,Iron,Home Appliances,Philips,1799,purchase,2023-10-15,16,Sunday,1,Email Campaign,541,18,8,0,1,6,13,1,20,1439.2,Wallet,0,1,4,9.0,0,
U04409,home_maker,25-34,M,Delhi,Bronze,Low,1099,Desktop,P210,Air Purifier,Home Appliances,Philips,14999,view,2022-02-09,7,Wednesday,0,Paid Ad,820,25,4,1,0,3,45,0,0,,,0,1,5,,0,
U00273,budget_shopper,45-54,F,Mumbai,Silver,Medium,1314,Tablet,P302,Air Fryer 4L,Kitchen Appliances,Philips,4999,add_to_cart,2024-01-06,10,Saturday,1,Organic Search,34,19,1,1,1,9,65,0,0,,,0,0,5,,0,
U04054,premium_shopper,55+,F,Delhi,Silver,Medium,1753,Tablet,P113,Smartphone Lite,Electronics,Realme,19999,add_to_cart,2022-08-15,16,Monday,0,Push Notification,874,5,0,0,1,15,77,0,0,,,0,1,5,,0,
U00422,home_maker,35-44,M,Hyderabad,Platinum,Very High,1083,Mobile,P309,Pressure Cooker 5L,Kitchen Appliances,Hawkins,2499,add_to_cart,2023-12-15,19,Friday,0,Direct,706,4,9,0,0,4,33,0,0,,,0,1,4,,1,Hybrid
U02844,home_maker,55+,F,Kolkata,Platinum,Very High,922,Tablet,P309,Pressure Cooker 5L,Kitchen Appliances,Hawkins,2499,add_to_cart,2022-02-26,15,Saturday,1,Email Campaign,66,23,2,0,0,10,49,0,0,,,0,0,4,,1,New Arrival
U03355,budget_shopper,45-54,M,Kolkata,Bronze,Low,86,Mobile,P307,Food Processor,Kitchen Appliances,Inalsa,6999,purchase,2023-12-03,15,Sunday,1,Paid Ad,425,19,5,0,1,14,76,1,20,5599.2,Wallet,0,0,4,7.0,1,Content-Based
U04060,smart_home_lover,25-34,F,Mumbai,Silver,Medium,1347,Tablet,P112,Smartphone Pro,Electronics,Apple,89999,add_to_cart,2024-08-02,3,Friday,0,Social Media,243,4,0,1,0,8,45,0,0,,,0,0,5,,0,
U02180,kitchen_chef,25-34,M,Ahmedabad,Gold,High,882,Smart TV App,P302,Air Fryer 4L,Kitchen Appliances,Philips,4999,wishlist,2023-09-29,5,Friday,0,Social Media,433,30,8,0,1,11,16,0,0,,,0,1,4,,1,Content-Based
U04107,fitness_freak,45-54,M,Lucknow,Bronze,Low,1501,Tablet,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,view,2024-04-29,18,Monday,0,Social Media,220,9,9,0,0,10,43,0,0,,,0,1,2,,0,
U03043,fitness_freak,45-54,F,Bangalore,Gold,High,287,Mobile,P114,"Tablet 10""",Electronics,Samsung,32999,view,2024-08-08,14,Thursday,0,Social Media,485,30,1,0,1,21,67,0,0,,,0,0,3,,0,
U00057,all_rounder,25-34,F,Indore,Gold,High,874,Mobile,P210,Air Purifier,Home Appliances,Philips,14999,view,2022-02-04,13,Friday,0,Referral,168,11,4,0,0,15,54,0,0,,,0,0,4,,1,Content-Based
U01618,all_rounder,35-44,F,Ahmedabad,Bronze,Low,570,Tablet,P118,Gaming Console,Electronics,Sony,49999,view,2022-12-09,9,Friday,0,Referral,804,25,7,0,0,14,32,0,0,,,0,1,5,,0,
U03084,fitness_freak,55+,Other,Lucknow,Bronze,Low,756,Desktop,P207,Vacuum Cleaner,Home Appliances,Dyson,6999,add_to_cart,2024-11-18,18,Monday,0,Direct,23,7,10,1,0,8,67,0,0,,,0,0,4,,1,Hybrid
U04015,smart_home_lover,25-34,M,Jaipur,Silver,Medium,457,Tablet,P113,Smartphone Lite,Electronics,Realme,19999,add_to_cart,2024-02-03,18,Saturday,1,Social Media,788,14,2,1,1,4,40,0,0,,,0,1,4,,0,
U00022,home_maker,25-34,F,Indore,Platinum,Very High,31,Tablet,P307,Food Processor,Kitchen Appliances,Inalsa,6999,purchase,2023-04-05,13,Wednesday,0,Referral,838,14,10,1,0,22,71,1,30,4899.3,Debit Card,0,0,4,2.0,0,
U03394,kitchen_chef,25-34,M,Nagpur,Bronze,Low,788,Desktop,P203,Refrigerator 260L,Home Appliances,Whirlpool,26999,purchase,2024-12-15,21,Sunday,1,Direct,360,4,7,0,0,3,41,1,5,25649.05,Wallet,0,0,5,9.0,1,Hybrid
U00544,kitchen_chef,25-34,M,Kolkata,Silver,Medium,1800,Mobile,P306,Rice Cooker 1.8L,Kitchen Appliances,Panasonic,2199,view,2024-01-04,7,Thursday,0,Direct,594,4,5,1,0,2,45,0,0,,,0,0,4,,0,
U02805,all_rounder,18-24,F,Nagpur,Gold,High,932,Smart TV App,P207,Vacuum Cleaner,Home Appliances,Dyson,6999,purchase,2024-12-06,7,Friday,0,Email Campaign,289,14,1,0,0,25,75,1,0,6999.0,UPI,0,0,4,7.0,0,
U04883,premium_shopper,18-24,F,Surat,Bronze,Low,1321,Smart TV App,P209,Dishwasher 12-Place,Home Appliances,Bosch,42999,wishlist,2022-01-01,11,Saturday,1,Direct,886,12,10,1,1,18,45,0,0,,,0,1,5,,1,Content-Based
U03135,tech_enthusiast,55+,F,Bhopal,Silver,Medium,575,Desktop,P111,"Laptop 13.3""",Electronics,Apple,74999,view,2022-10-19,23,Wednesday,0,Referral,573,15,9,1,0,7,50,0,0,,,0,0,4,,1,New Arrival
U00397,fitness_freak,18-24,F,Hyderabad,Silver,Medium,205,Mobile,P502,Exercise Bike,Fitness,Cockatoo,18999,view,2024-05-30,4,Thursday,0,Direct,446,28,10,0,0,2,20,0,0,,,0,1,4,,1,Collaborative Filtering
U04256,all_rounder,18-24,M,Mumbai,Gold,High,1198,Mobile,P207,Vacuum Cleaner,Home Appliances,Dyson,6999,wishlist,2023-03-01,6,Wednesday,0,Direct,282,16,9,0,0,13,42,0,0,,,0,0,4,,1,Trending
U01183,all_rounder,55+,F,Surat,Silver,Medium,737,Smart TV App,P120,Wireless Charger,Electronics,Anker,1999,purchase,2024-12-20,15,Friday,0,Paid Ad,572,11,2,0,1,24,54,1,0,1999.0,Wallet,1,1,5,1.0,1,New Arrival
U01363,home_maker,25-34,F,Chennai,Silver,Medium,1059,Mobile,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,purchase,2023-07-15,0,Saturday,1,Social Media,639,19,8,1,1,15,98,1,0,2999.0,EMI,0,0,5,1.0,0,
U02328,home_maker,55+,F,Delhi,Platinum,Very High,308,Mobile,P309,Pressure Cooker 5L,Kitchen Appliances,Hawkins,2499,purchase,2024-05-09,12,Thursday,0,Paid Ad,794,9,4,0,0,5,55,1,20,1999.2,Wallet,0,1,4,7.0,0,
U03971,all_rounder,55+,M,Jaipur,Platinum,Very High,888,Tablet,P603,Electric Toothbrush,Personal Care,Oral-B,4499,purchase,2023-03-15,15,Wednesday,0,Organic Search,804,7,3,1,0,7,56,1,5,4274.05,Wallet,0,1,4,6.0,1,Collaborative Filtering
U03628,tech_enthusiast,45-54,F,Mumbai,Bronze,Low,864,Smart TV App,P403,Security Camera 1080p,Smart Home,TP-Link,3499,purchase,2024-03-17,19,Sunday,1,Paid Ad,868,13,1,1,0,17,54,1,15,2974.15,Wallet,0,0,4,7.0,1,Collaborative Filtering
U00821,home_maker,18-24,M,Nagpur,Gold,High,304,Smart TV App,P303,Electric Kettle,Kitchen Appliances,Bajaj,1299,view,2022-10-21,10,Friday,0,Paid Ad,411,23,8,1,0,14,38,0,0,,,0,1,5,,1,Collaborative Filtering
U00388,kitchen_chef,55+,M,Indore,Silver,Medium,1519,Smart TV App,P117,Smart Watch,Electronics,Fitbit,14999,purchase,2024-06-25,19,Tuesday,0,Direct,701,19,2,0,0,13,72,1,20,11999.2,Wallet,0,1,4,7.0,0,
U00566,home_maker,35-44,M,Delhi,Bronze,Low,1235,Tablet,P205,Microwave 20L,Home Appliances,IFB,7999,wishlist,2022-07-18,7,Monday,0,Push Notification,607,7,0,0,1,20,28,0,0,,,0,0,5,,1,New Arrival
U01209,kitchen_chef,55+,M,Mumbai,Bronze,Low,451,Desktop,P210,Air Purifier,Home Appliances,Philips,14999,wishlist,2023-11-07,21,Tuesday,0,Organic Search,493,15,0,1,0,2,98,0,0,,,0,1,4,,1,Trending
U03556,budget_shopper,45-54,F,Kolkata,Silver,Medium,980,Smart TV App,P306,Rice Cooker 1.8L,Kitchen Appliances,Panasonic,2199,purchase,2024-06-22,21,Saturday,1,Social Media,64,5,2,0,0,13,54,1,5,2089.05,Debit Card,0,0,4,9.0,0,
U03131,all_rounder,55+,M,Surat,Silver,Medium,1070,Desktop,P117,Smart Watch,Electronics,Fitbit,14999,purchase,2024-07-07,13,Sunday,1,Email Campaign,636,27,2,0,0,16,88,1,0,14999.0,COD,1,1,5,8.0,1,Trending
U02513,smart_home_lover,18-24,F,Lucknow,Platinum,Very High,523,Mobile,P120,Wireless Charger,Electronics,Anker,1999,add_to_cart,2022-07-04,15,Monday,0,Social Media,85,22,10,1,0,16,87,0,0,,,0,0,4,,1,Hybrid
U01454,tech_enthusiast,18-24,F,Bangalore,Bronze,Low,1054,Mobile,P403,Security Camera 1080p,Smart Home,TP-Link,3499,view,2022-06-08,12,Wednesday,0,Push Notification,353,9,8,0,0,2,18,0,0,,,0,1,5,,1,Collaborative Filtering
U01053,kitchen_chef,25-34,M,Surat,Bronze,Low,650,Mobile,P202,Washing Machine 8kg,Home Appliances,Samsung,35999,purchase,2023-07-02,8,Sunday,1,Email Campaign,493,23,10,0,0,16,99,1,15,30599.15,Debit Card,0,0,5,2.0,1,Hybrid
U03429,tech_enthusiast,25-34,Other,Hyderabad,Bronze,Low,1500,Mobile,P119,Bluetooth Speaker,Electronics,JBL,3999,add_to_cart,2022-05-23,9,Monday,0,Organic Search,721,20,10,0,0,15,31,0,0,,,0,1,4,,0,
U01034,smart_home_lover,35-44,M,Hyderabad,Silver,Medium,1575,Mobile,P119,Bluetooth Speaker,Electronics,JBL,3999,add_to_cart,2022-06-17,8,Friday,0,Organic Search,372,30,10,0,1,1,50,0,0,,,0,1,5,,0,
U04112,kitchen_chef,45-54,F,Pune,Gold,High,955,Desktop,P119,Bluetooth Speaker,Electronics,JBL,3999,wishlist,2023-12-08,2,Friday,0,Paid Ad,753,29,1,0,1,12,62,0,0,,,0,1,4,,1,Trending
U00192,tech_enthusiast,35-44,F,Hyderabad,Platinum,Very High,748,Mobile,P113,Smartphone Lite,Electronics,Realme,19999,purchase,2023-02-14,21,Tuesday,0,Organic Search,516,13,6,1,0,18,65,1,5,18999.05,EMI,0,1,5,6.0,0,
U02551,kitchen_chef,55+,M,Visakhapatnam,Silver,Medium,65,Tablet,P603,Electric Toothbrush,Personal Care,Oral-B,4499,add_to_cart,2022-11-05,20,Saturday,1,Referral,721,8,3,0,0,15,61,0,0,,,0,0,4,,0,
U00174,kitchen_chef,25-34,M,Bangalore,Gold,High,1250,Mobile,P502,Exercise Bike,Fitness,Cockatoo,18999,view,2022-06-08,13,Wednesday,0,Social Media,345,8,6,0,0,20,87,0,0,,,0,0,4,,0,
U00860,kitchen_chef,18-24,M,Surat,Bronze,Low,1659,Tablet,P210,Air Purifier,Home Appliances,Philips,14999,view,2023-09-27,9,Wednesday,0,Push Notification,701,10,4,0,0,25,15,0,0,,,0,0,5,,1,Trending
U03999,all_rounder,45-54,M,Visakhapatnam,Gold,High,1577,Mobile,P114,"Tablet 10""",Electronics,Samsung,32999,purchase,2023-08-22,10,Tuesday,0,Organic Search,853,1,4,1,0,20,84,1,25,24749.25,Net Banking,0,1,5,6.0,1,Hybrid
U01251,home_maker,45-54,M,Surat,Bronze,Low,136,Tablet,P204,Refrigerator 500L,Home Appliances,Samsung,54999,add_to_cart,2024-01-17,12,Wednesday,0,Social Media,396,24,3,0,0,19,63,0,0,,,0,0,5,,0,
U01196,premium_shopper,25-34,F,Ahmedabad,Gold,High,294,Mobile,P210,Air Purifier,Home Appliances,Philips,14999,view,2024-06-07,17,Friday,0,Referral,825,11,0,1,1,24,40,0,0,,,0,0,4,,0,
U04792,tech_enthusiast,25-34,M,Mumbai,Bronze,Low,1392,Tablet,P111,"Laptop 13.3""",Electronics,Apple,74999,add_to_cart,2022-08-30,14,Tuesday,0,Direct,37,6,5,0,0,20,74,0,0,,,0,1,4,,0,
U02842,smart_home_lover,45-54,M,Delhi,Silver,Medium,312,Smart TV App,P402,Smart Lock,Smart Home,Yale,12999,view,2022-10-06,7,Thursday,0,Referral,783,27,1,1,0,22,35,0,0,,,0,0,4,,1,Trending
U03340,smart_home_lover,35-44,F,Kolkata,Silver,Medium,859,Smart TV App,P117,Smart Watch,Electronics,Fitbit,14999,purchase,2023-02-22,15,Wednesday,0,Referral,332,18,0,0,0,22,34,1,0,14999.0,Credit Card,0,0,5,10.0,1,Content-Based
U03410,all_rounder,18-24,M,Chennai,Silver,Medium,1624,Mobile,P212,Iron,Home Appliances,Philips,1799,wishlist,2024-04-07,7,Sunday,1,Paid Ad,217,17,9,0,0,1,22,0,0,,,0,0,5,,0,
U02592,tech_enthusiast,45-54,F,Surat,Bronze,Low,1621,Tablet,P406,Smart Plug (2-pack),Smart Home,Amazon,1499,view,2023-09-25,18,Monday,0,Direct,875,16,6,1,0,7,72,0,0,,,0,0,4,,0,
U04462,kitchen_chef,35-44,F,Surat,Platinum,Very High,846,Tablet,P210,Air Purifier,Home Appliances,Philips,14999,add_to_cart,2023-07-19,6,Wednesday,0,Social Media,844,21,3,0,0,1,41,0,0,,,0,1,5,,0,
U00651,kitchen_chef,35-44,F,Kolkata,Bronze,Low,671,Desktop,P403,Security Camera 1080p,Smart Home,TP-Link,3499,view,2023-05-25,1,Thursday,0,Push Notification,127,11,7,0,1,6,60,0,0,,,0,1,4,,1,Hybrid
U03286,tech_enthusiast,35-44,M,Kolkata,Silver,Medium,1517,Desktop,P402,Smart Lock,Smart Home,Yale,12999,view,2023-11-27,16,Monday,0,Referral,592,19,1,0,0,10,66,0,0,,,0,0,5,,1,Collaborative Filtering
U00074,smart_home_lover,25-34,M,Nagpur,Bronze,Low,1567,Mobile,P117,Smart Watch,Electronics,Fitbit,14999,purchase,2022-08-01,7,Monday,0,Referral,252,13,10,0,1,16,17,1,5,14249.05,Credit Card,0,1,4,1.0,0,
U03328,all_rounder,45-54,F,Bhopal,Bronze,Low,186,Smart TV App,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,add_to_cart,2024-02-04,18,Sunday,1,Organic Search,342,27,1,0,1,1,98,0,0,,,0,0,4,,1,Hybrid
U04719,smart_home_lover,35-44,F,Visakhapatnam,Bronze,Low,1633,Desktop,P117,Smart Watch,Electronics,Fitbit,14999,purchase,2022-12-04,14,Sunday,1,Social Media,268,15,9,0,1,9,80,1,10,13499.1,UPI,0,1,5,10.0,0,
U00528,fitness_freak,45-54,F,Bhopal,Bronze,Low,968,Mobile,P505,Resistance Bands Set,Fitness,Strauss,799,view,2023-03-03,20,Friday,0,Organic Search,109,24,6,1,0,23,13,0,0,,,0,1,4,,1,Collaborative Filtering
U01129,home_maker,18-24,M,Nagpur,Silver,Medium,959,Tablet,P201,Washing Machine 7kg,Home Appliances,LG,28999,purchase,2022-03-15,4,Tuesday,0,Direct,617,12,1,1,1,6,56,1,10,26099.1,Wallet,0,1,4,6.0,0,
U03971,all_rounder,55+,M,Jaipur,Platinum,Very High,888,Tablet,P404,Smart Thermostat,Smart Home,Nest,9999,view,2024-12-10,15,Tuesday,0,Paid Ad,223,4,8,1,0,17,41,0,0,,,0,1,4,,0,
U04364,premium_shopper,25-34,F,Nagpur,Bronze,Low,1222,Tablet,P210,Air Purifier,Home Appliances,Philips,14999,wishlist,2024-08-29,21,Thursday,0,Social Media,649,6,3,0,0,1,84,0,0,,,0,1,5,,0,
U04172,budget_shopper,35-44,F,Pune,Silver,Medium,729,Smart TV App,P305,Toaster Oven,Kitchen Appliances,Bajaj,3499,add_to_cart,2024-06-18,7,Tuesday,0,Organic Search,277,19,1,1,0,25,17,0,0,,,0,1,5,,0,
U04548,kitchen_chef,45-54,F,Ahmedabad,Gold,High,656,Desktop,P502,Exercise Bike,Fitness,Cockatoo,18999,purchase,2022-02-08,19,Tuesday,0,Social Media,693,22,1,0,1,15,76,1,0,18999.0,Wallet,0,1,3,7.0,0,
U01125,tech_enthusiast,18-24,M,Hyderabad,Bronze,Low,374,Tablet,P603,Electric Toothbrush,Personal Care,Oral-B,4499,purchase,2022-01-26,1,Wednesday,0,Push Notification,189,7,0,0,0,9,53,1,10,4049.1,Debit Card,0,1,5,10.0,0,
U04263,kitchen_chef,45-54,F,Bangalore,Gold,High,62,Tablet,P205,Microwave 20L,Home Appliances,IFB,7999,purchase,2023-01-18,21,Wednesday,0,Organic Search,85,29,2,1,0,21,94,1,10,7199.1,UPI,0,0,4,9.0,0,
U00242,fitness_freak,18-24,M,Nagpur,Silver,Medium,242,Tablet,P504,Dumbbell Set 20kg,Fitness,Kore,4999,add_to_cart,2022-08-04,17,Thursday,0,Direct,554,30,4,0,0,11,43,0,0,,,0,0,5,,0,
U04256,all_rounder,18-24,M,Mumbai,Gold,High,1198,Mobile,P502,Exercise Bike,Fitness,Cockatoo,18999,view,2024-08-26,17,Monday,0,Paid Ad,87,29,1,1,1,17,61,0,0,,,0,0,5,,0,
U01081,fitness_freak,18-24,M,Mumbai,Bronze,Low,1724,Tablet,P208,Robot Vacuum,Home Appliances,iRobot,24999,purchase,2023-08-12,13,Saturday,1,Email Campaign,225,20,6,0,0,7,46,1,10,22499.1,EMI,0,0,5,6.0,0,
U02028,home_maker,35-44,M,Kolkata,Bronze,Low,1544,Desktop,P204,Refrigerator 500L,Home Appliances,Samsung,54999,purchase,2023-09-06,20,Wednesday,0,Organic Search,168,11,9,0,1,8,92,1,15,46749.15,Debit Card,1,0,5,1.0,1,Collaborative Filtering
U03264,tech_enthusiast,45-54,M,Pune,Bronze,Low,226,Smart TV App,P306,Rice Cooker 1.8L,Kitchen Appliances,Panasonic,2199,add_to_cart,2022-02-08,12,Tuesday,0,Push Notification,574,30,9,0,1,13,10,0,0,,,0,1,5,,1,Trending
U00386,all_rounder,35-44,F,Surat,Silver,Medium,1209,Desktop,P307,Food Processor,Kitchen Appliances,Inalsa,6999,wishlist,2023-12-03,11,Sunday,1,Social Media,49,2,9,0,0,4,83,0,0,,,0,1,3,,1,New Arrival
U02221,all_rounder,45-54,F,Hyderabad,Gold,High,1396,Desktop,P120,Wireless Charger,Electronics,Anker,1999,view,2022-12-25,8,Sunday,1,Push Notification,65,26,7,1,0,21,59,0,0,,,0,0,4,,0,
U02182,kitchen_chef,55+,M,Hyderabad,Bronze,Low,794,Desktop,P306,Rice Cooker 1.8L,Kitchen Appliances,Panasonic,2199,add_to_cart,2024-06-27,1,Thursday,0,Paid Ad,812,21,6,0,0,18,33,0,0,,,0,1,4,,1,Trending
U02622,all_rounder,18-24,F,Lucknow,Silver,Medium,126,Desktop,P116,Over-Ear Headphones,Electronics,Sony,8999,view,2023-01-20,20,Friday,0,Social Media,652,6,3,0,0,6,51,0,0,,,0,1,5,,0,
U01278,budget_shopper,45-54,M,Lucknow,Silver,Medium,1649,Mobile,P303,Electric Kettle,Kitchen Appliances,Bajaj,1299,purchase,2024-11-03,8,Sunday,1,Push Notification,842,18,4,0,0,3,34,1,25,974.25,COD,1,0,4,2.0,1,Collaborative Filtering
U01519,home_maker,18-24,F,Bangalore,Silver,Medium,52,Smart TV App,P303,Electric Kettle,Kitchen Appliances,Bajaj,1299,wishlist,2022-02-04,13,Friday,0,Push Notification,343,24,1,0,0,1,94,0,0,,,0,1,4,,1,Content-Based
U02511,all_rounder,35-44,M,Jaipur,Bronze,Low,675,Mobile,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,view,2024-08-31,19,Saturday,1,Direct,674,12,0,0,0,15,60,0,0,,,0,1,4,,0,
U00237,tech_enthusiast,35-44,M,Delhi,Bronze,Low,889,Smart TV App,P601,Hair Dryer,Personal Care,Panasonic,2299,view,2024-11-03,15,Sunday,1,Referral,206,8,6,0,0,7,99,0,0,,,0,1,3,,1,New Arrival
U02020,premium_shopper,35-44,F,Nagpur,Platinum,Very High,1117,Desktop,P503,Yoga Mat,Fitness,Boldfit,899,wishlist,2024-11-17,9,Sunday,1,Referral,376,29,6,0,0,6,40,0,0,,,0,0,5,,0,
U04657,kitchen_chef,55+,F,Bhopal,Gold,High,411,Tablet,P305,Toaster Oven,Kitchen Appliances,Bajaj,3499,wishlist,2023-08-13,10,Sunday,1,Social Media,168,16,3,1,0,10,26,0,0,,,0,1,4,,0,
U01457,budget_shopper,25-34,M,Indore,Bronze,Low,569,Desktop,P114,"Tablet 10""",Electronics,Samsung,32999,wishlist,2022-01-19,17,Wednesday,0,Referral,516,14,8,0,0,15,22,0,0,,,0,0,2,,1,New Arrival
U01108,tech_enthusiast,35-44,M,Lucknow,Bronze,Low,1501,Smart TV App,P117,Smart Watch,Electronics,Fitbit,14999,purchase,2022-04-10,9,Sunday,1,Paid Ad,685,21,10,0,0,22,83,1,5,14249.05,UPI,0,0,5,8.0,0,
U01309,budget_shopper,18-24,M,Mumbai,Bronze,Low,1812,Desktop,P503,Yoga Mat,Fitness,Boldfit,899,purchase,2022-02-25,8,Friday,0,Email Campaign,713,12,6,1,1,11,18,1,25,674.25,COD,0,1,5,7.0,0,
